Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq
2956	8	refreshing.	341	False	FacebookAI/roberta-base	0.7663312554359436	0.4466416360810398	8	171	cool_meaning1_syn1	expected	The breeze from the ocean was cool and refreshing.	6	1078	6.983789965258135
2957	0	The	342	False	FacebookAI/roberta-base	0.996128797531128	0.0055957683362066	0	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	6500900	15.687451340644257
2958	1	breeze	342	False	FacebookAI/roberta-base	0.3806496560573578	1.3934643268585205	1	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	1582	7.367077059881012
2959	2	from	342	False	FacebookAI/roberta-base	0.7885135412216187	0.3427925109863281	2	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	520124	13.161824446285243
2960	3	the	342	False	FacebookAI/roberta-base	0.9993470311164856	0.0009423290612176	3	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	6500900	15.687451340644257
2961	4	ocean	342	False	FacebookAI/roberta-base	0.3199827671051025	1.6439337730407717	4	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	7779	8.959311617172437
2962	5	was	342	False	FacebookAI/roberta-base	0.4387264251708984	1.1886065006256104	5	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	680189	13.430127449888799
2963	6	chilly	342	False	FacebookAI/roberta-base	0.0039312629960477	7.990791320800781	6	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	728	6.591673732008658
2964	7	and	342	False	FacebookAI/roberta-base	0.2351406812667846	2.0884039402008057	7	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	3155093	14.964528847491431
2965	8	refreshing.	342	False	FacebookAI/roberta-base	0.5197859201580286	2.166328860912472	8	171	cool_meaning1_syn1	unexpected	The breeze from the ocean was chilly and refreshing.	6	1078	6.983789965258135
2966	0	She	343	False	FacebookAI/roberta-base	0.0005626644124276	10.795437812805176	0	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	272348	12.514839611059164
2967	1	put	343	False	FacebookAI/roberta-base	0.3767853379249573	1.4081852436065674	1	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	49559	10.810939335743079
2968	2	on	343	False	FacebookAI/roberta-base	0.9984649419784546	0.002216356806457	2	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	833044	13.63284294129851
2969	3	a	343	False	FacebookAI/roberta-base	0.7676396369934082	0.3814988434314728	3	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	2959949	14.900682934265681
2970	4	jacket	343	False	FacebookAI/roberta-base	0.3006106615066528	1.7340319156646729	4	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	4454	8.40178233990491
2971	5	to	343	False	FacebookAI/roberta-base	0.9992913007736206	0.0010227621532976	5	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	3042375	14.928149347056001
2972	6	stay	343	False	FacebookAI/roberta-base	0.1957766413688659	2.352719306945801	6	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	18553	9.828440678213218
2973	7	warm	343	False	FacebookAI/roberta-base	0.9572250247001648	0.0630699843168258	7	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	12487	9.432523462195268
2974	8	in	343	False	FacebookAI/roberta-base	0.703395664691925	0.5075916647911072	8	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	2204092	14.605826644371975
2975	9	the	343	False	FacebookAI/roberta-base	0.947054922580719	0.0784800201654434	9	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	6500900	15.687451340644257
2976	10	cool	343	False	FacebookAI/roberta-base	0.0282234214246273	5.146963119506836	10	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	15828	9.669598979685738
2977	11	evening.	343	False	FacebookAI/roberta-base	0.5052966214716434	2.16088898666203	11	172	cool_meaning1_syn1	expected	She put on a jacket to stay warm in the cool evening.	10	9797	9.18993356219852
2978	0	She	344	False	FacebookAI/roberta-base	0.0002277766470797	12.100092887878418	0	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	272348	12.514839611059164
2979	1	put	344	False	FacebookAI/roberta-base	0.2918510138988495	1.776695966720581	1	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	49559	10.810939335743079
2980	2	on	344	False	FacebookAI/roberta-base	0.9987913966178894	0.0017447405261918	2	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	833044	13.63284294129851
2981	3	a	344	False	FacebookAI/roberta-base	0.7865803241729736	0.3463339507579803	3	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	2959949	14.900682934265681
2982	4	jacket	344	False	FacebookAI/roberta-base	0.2672843039035797	1.9035530090332031	4	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	4454	8.40178233990491
2983	5	to	344	False	FacebookAI/roberta-base	0.9995675683021544	0.0006239900831133	5	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	3042375	14.928149347056001
2984	6	stay	344	False	FacebookAI/roberta-base	0.2514347434043884	1.9917441606521609	6	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	18553	9.828440678213218
2985	7	warm	344	False	FacebookAI/roberta-base	0.9788810014724731	0.0307945813983678	7	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	12487	9.432523462195268
2986	8	in	344	False	FacebookAI/roberta-base	0.4319740235805511	1.2109835147857666	8	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	2204092	14.605826644371975
2987	9	the	344	False	FacebookAI/roberta-base	0.9365822672843932	0.0945223197340965	9	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	6500900	15.687451340644257
2988	10	chilly	344	False	FacebookAI/roberta-base	0.2095076888799667	2.254925012588501	10	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	728	6.591673732008658
2989	11	evening.	344	False	FacebookAI/roberta-base	0.4985873233526945	2.3494452759623528	11	172	cool_meaning1_syn1	unexpected	She put on a jacket to stay warm in the chilly evening.	10	9797	9.18993356219852
2990	0	The	345	False	FacebookAI/roberta-base	0.9981184005737304	0.00271717319265	0	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	6500900	15.687451340644257
2991	1	water	345	False	FacebookAI/roberta-base	0.6410659551620483	0.641455352306366	1	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	63947	11.065825532084782
2992	2	in	345	False	FacebookAI/roberta-base	0.7794153094291687	0.3595357835292816	2	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	2204092	14.605826644371975
2993	3	the	345	False	FacebookAI/roberta-base	0.943325698375702	0.0841720774769783	3	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	6500900	15.687451340644257
2994	4	pool	345	False	FacebookAI/roberta-base	0.0948171094059944	3.3987088203430176	4	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	6124	8.720134035412928
2995	5	was	345	False	FacebookAI/roberta-base	0.2658011615276336	1.9115806818008425	5	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	680189	13.430127449888799
2996	6	cool	345	False	FacebookAI/roberta-base	0.1843379139900207	2.4395751953125	6	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	15828	9.669598979685738
2997	7	to	345	False	FacebookAI/roberta-base	0.9984488487243652	0.002239538822323	7	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	3042375	14.928149347056001
2998	8	the	345	False	FacebookAI/roberta-base	0.9978126287460328	0.0031591274309903	8	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	6500900	15.687451340644257
2999	9	touch.	345	False	FacebookAI/roberta-base	0.9224125444889067	0.1168504543602466	9	173	cool_meaning1_syn1	expected	The water in the pool was cool to the touch.	6	9974	9.207837241758064
3000	0	The	346	False	FacebookAI/roberta-base	0.9981933236122132	0.0026088524609804	0	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	6500900	15.687451340644257
3001	1	water	346	False	FacebookAI/roberta-base	0.7518251538276672	0.4115309119224548	1	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	63947	11.065825532084782
3002	2	in	346	False	FacebookAI/roberta-base	0.7247599363327026	0.4644248187541961	2	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	2204092	14.605826644371975
3003	3	the	346	False	FacebookAI/roberta-base	0.9644938111305236	0.0521560721099376	3	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	6500900	15.687451340644257
3004	4	pool	346	False	FacebookAI/roberta-base	0.1318752765655517	2.9227540493011475	4	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	6124	8.720134035412928
3005	5	was	346	False	FacebookAI/roberta-base	0.3463615477085113	1.529649257659912	5	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	680189	13.430127449888799
3006	6	chilly	346	False	FacebookAI/roberta-base	0.0101508628576993	6.622253894805908	6	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	728	6.591673732008658
3007	7	to	346	False	FacebookAI/roberta-base	0.9971544742584229	0.0041110576130449	7	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	3042375	14.928149347056001
3008	8	the	346	False	FacebookAI/roberta-base	0.9989111423492432	0.0015717528294771	8	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	6500900	15.687451340644257
3009	9	touch.	346	False	FacebookAI/roberta-base	0.9540835022926332	0.0678125321865081	9	173	cool_meaning1_syn1	unexpected	The water in the pool was chilly to the touch.	6	9974	9.207837241758064
3010	0	The	347	False	FacebookAI/roberta-base	0.901064157485962	0.1502982974052429	0	174	cool_meaning1_syn2	expected	The morning air felt cool after the rain.	4	6500900	15.687451340644257
3011	1	morning	347	False	FacebookAI/roberta-base	0.2270240932703018	2.139082670211792	1	174	cool_meaning1_syn2	expected	The morning air felt cool after the rain.	4	20948	9.949846191514146
3012	2	air	347	False	FacebookAI/roberta-base	0.5533598065376282	0.8537101745605469	2	174	cool_meaning1_syn2	expected	The morning air felt cool after the rain.	4	31824	10.368007423425608
3013	3	felt	347	False	FacebookAI/roberta-base	0.0291136633604764	5.1021599769592285	3	174	cool_meaning1_syn2	expected	The morning air felt cool after the rain.	4	21860	9.992459506338392
3014	4	cool	347	False	FacebookAI/roberta-base	0.0378451980650424	4.723745822906494	4	174	cool_meaning1_syn2	expected	The morning air felt cool after the rain.	4	15828	9.669598979685738
3015	5	after	347	False	FacebookAI/roberta-base	0.6427530646324158	0.6376635432243347	5	174	cool_meaning1_syn2	expected	The morning air felt cool after the rain.	4	152950	11.937872887642017
3016	6	the	347	False	FacebookAI/roberta-base	0.9739150404930116	0.0381321385502815	6	174	cool_meaning1_syn2	expected	The morning air felt cool after the rain.	4	6500900	15.687451340644257
3017	7	rain.	347	False	FacebookAI/roberta-base	0.6460971236228943	0.8350614160299301	7	174	cool_meaning1_syn2	expected	The morning air felt cool after the rain.	4	6968	8.84922702143852
3018	0	The	348	False	FacebookAI/roberta-base	0.8878956437110901	0.1715379953384399	0	174	cool_meaning1_syn2	unexpected	The morning air felt freezing after the rain.	4	6500900	15.687451340644257
3019	1	morning	348	False	FacebookAI/roberta-base	0.0826402455568313	3.5970115661621094	1	174	cool_meaning1_syn2	unexpected	The morning air felt freezing after the rain.	4	20948	9.949846191514146
3020	2	air	348	False	FacebookAI/roberta-base	0.5824317932128906	0.7798389792442322	2	174	cool_meaning1_syn2	unexpected	The morning air felt freezing after the rain.	4	31824	10.368007423425608
3021	3	felt	348	False	FacebookAI/roberta-base	0.024836054071784	5.331420421600342	3	174	cool_meaning1_syn2	unexpected	The morning air felt freezing after the rain.	4	21860	9.992459506338392
3022	4	freezing	348	False	FacebookAI/roberta-base	7.934730092529207e-05	13.621459007263184	4	174	cool_meaning1_syn2	unexpected	The morning air felt freezing after the rain.	4	1546	7.344072850573066
3023	5	after	348	False	FacebookAI/roberta-base	0.32243612408638	1.6329147815704346	5	174	cool_meaning1_syn2	unexpected	The morning air felt freezing after the rain.	4	152950	11.937872887642017
3024	6	the	348	False	FacebookAI/roberta-base	0.9552247524261476	0.0660878717899322	6	174	cool_meaning1_syn2	unexpected	The morning air felt freezing after the rain.	4	6500900	15.687451340644257
3025	7	rain.	348	False	FacebookAI/roberta-base	0.5574419870972633	1.3364432752132416	7	174	cool_meaning1_syn2	unexpected	The morning air felt freezing after the rain.	4	6968	8.84922702143852
3026	0	It	349	False	FacebookAI/roberta-base	0.9925532937049866	0.0107834981754422	0	175	cool_meaning1_syn2	expected	It’s getting cool now that the sun has gone down.	2	1018575	13.833916131403635
3027	1	’	349	False	FacebookAI/roberta-base	0.9994827210903168	0.0007465707749361	1	175	cool_meaning1_syn2	expected	It’s getting cool now that the sun has gone down.	2	0	0.0
3028	2	s	349	False	FacebookAI/roberta-base	0.9999666213989258	4.815433931071311e-05	2	175	cool_meaning1_syn2	expected	It’s getting cool now that the sun has gone down.	2	29997	10.308885991755306
3029	3	getting	349	False	FacebookAI/roberta-base	0.0544336475431919	4.199357509613037	3	175	cool_meaning1_syn2	expected	It’s getting cool now that the sun has gone down.	2	32983	10.403777874386735
3030	4	cool	349	False	FacebookAI/roberta-base	0.00151035154704	9.37090015411377	4	175	cool_meaning1_syn2	expected	It’s getting cool now that the sun has gone down.	2	15828	9.669598979685738
3031	5	now	349	False	FacebookAI/roberta-base	0.991796612739563	0.011883764527738	5	175	cool_meaning1_syn2	expected	It’s getting cool now that the sun has gone down.	2	139425	11.845289273546898
3032	6	that	349	False	FacebookAI/roberta-base	0.9929141998291016	0.0102590071037411	6	175	cool_meaning1_syn2	expected	It’s getting cool now that the sun has gone down.	2	1342576	14.110101459400084
3033	7	the	349	False	FacebookAI/roberta-base	0.9990816116333008	0.0013255490921437	7	175	cool_meaning1_syn2	expected	It’s getting cool now that the sun has gone down.	2	6500900	15.687451340644257
